Week,Plate,Treatment,Same?,Temp,Genus,CrabID,Weight,Time,Well,528/20,XBlank
1,1,Baseline,NA,14,B,b1,NA,0,A6,888,NA
1,1,Baseline,NA,14,B,b1,NA,10,B6,892,NA
1,1,Baseline,NA,14,B,b1,NA,20,C6,941,NA
1,1,Baseline,NA,14,B,b1,NA,30,D6,952,NA
1,1,Baseline,NA,14,B,b1,NA,40,E6,971,NA
1,1,Baseline,NA,14,B,b1,NA,50,F6,2703,NA
1,1,Baseline,NA,14,B,b1,NA,60,G6,971,NA
1,1,Baseline,NA,14,H,6,1.67,0,A7,902,b2
1,1,Baseline,NA,14,H,6,1.67,10,B7,1374,b2
1,1,Baseline,NA,14,H,6,1.67,20,C7,2542,b2
1,1,Baseline,NA,14,H,6,1.67,30,D7,3411,b2
1,1,Baseline,NA,14,H,6,1.67,40,E7,4242,b2
1,1,Baseline,NA,14,H,6,1.67,50,F7,5019,b2
1,1,Baseline,NA,14,H,6,1.67,60,G7,5760,b2
1,1,Baseline,NA,14,H,7,1.57,0,A8,914,b2
1,1,Baseline,NA,14,H,7,1.57,10,B8,1597,b2
1,1,Baseline,NA,14,H,7,1.57,20,C8,2346,b2
1,1,Baseline,NA,14,H,7,1.57,30,D8,2996,b2
1,1,Baseline,NA,14,H,7,1.57,40,E8,3786,b2
1,1,Baseline,NA,14,H,7,1.57,50,F8,4143,b2
1,1,Baseline,NA,14,H,7,1.57,60,G8,5132,b2
1,1,Baseline,NA,14,H,8,1.06,0,A9,916,b2
1,1,Baseline,NA,14,H,8,1.06,10,B9,1773,b2
1,1,Baseline,NA,14,H,8,1.06,20,C9,2745,b2
1,1,Baseline,NA,14,H,8,1.06,30,D9,3766,b2
1,1,Baseline,NA,14,H,8,1.06,40,E9,4675,b2
1,1,Baseline,NA,14,H,8,1.06,50,F9,4937,b2
1,1,Baseline,NA,14,H,8,1.06,60,G9,6611,b2
1,1,Baseline,NA,14,H,9,1.86,0,A10,915,b2
1,1,Baseline,NA,14,H,9,1.86,10,B10,1949,b2
1,1,Baseline,NA,14,H,9,1.86,20,C10,3180,b2
1,1,Baseline,NA,14,H,9,1.86,30,D10,4298,b2
1,1,Baseline,NA,14,H,9,1.86,40,E10,5433,b2
1,1,Baseline,NA,14,H,9,1.86,50,F10,6082,b2
1,1,Baseline,NA,14,H,9,1.86,60,G10,7212,b2
1,1,Baseline,NA,14,H,10,1.3,0,A11,897,b2
1,1,Baseline,NA,14,H,10,1.3,10,B11,1643,b2
1,1,Baseline,NA,14,H,10,1.3,20,C11,2323,b2
1,1,Baseline,NA,14,H,10,1.3,30,D11,3020,b2
1,1,Baseline,NA,14,H,10,1.3,40,E11,3509,b2
1,1,Baseline,NA,14,H,10,1.3,50,F11,4219,b2
1,1,Baseline,NA,14,H,10,1.3,60,G11,4809,b2
1,1,Baseline,NA,14,B,b2,NA,0,A12,864,NA
1,1,Baseline,NA,14,B,b2,NA,10,B12,933,NA
1,1,Baseline,NA,14,B,b2,NA,20,C12,954,NA
1,1,Baseline,NA,14,B,b2,NA,30,D12,931,NA
1,1,Baseline,NA,14,B,b2,NA,40,E12,901,NA
1,1,Baseline,NA,14,B,b2,NA,50,F12,915,NA
1,1,Baseline,NA,14,B,b2,NA,60,G12,928,NA
1,2,Baseline,NA,14,C,11,194.8,0,A1,851,b3
1,2,Baseline,NA,14,C,11,194.8,10,B1,1226,b3
1,2,Baseline,NA,14,C,11,194.8,20,C1,1533,b3
1,2,Baseline,NA,14,C,11,194.8,30,D1,1976,b3
1,2,Baseline,NA,14,C,11,194.8,40,E1,2537,b3
1,2,Baseline,NA,14,C,11,194.8,50,F1,2902,b3
1,2,Baseline,NA,14,C,11,194.8,60,G1,2932,b3
1,2,Baseline,NA,14,C,12,208.5,0,A2,866,b4
1,2,Baseline,NA,14,C,12,208.5,10,B2,1232,b4
1,2,Baseline,NA,14,C,12,208.5,20,C2,1709,b4
1,2,Baseline,NA,14,C,12,208.5,30,D2,1867,b4
1,2,Baseline,NA,14,C,12,208.5,40,E2,2319,b4
1,2,Baseline,NA,14,C,12,208.5,50,F2,2723,b4
1,2,Baseline,NA,14,C,12,208.5,60,G2,2957,b4
1,2,Baseline,NA,14,B,b3,NA,0,A3,869,NA
1,2,Baseline,NA,14,B,b3,NA,10,B3,990,NA
1,2,Baseline,NA,14,B,b3,NA,20,C3,989,NA
1,2,Baseline,NA,14,B,b3,NA,30,D3,997,NA
1,2,Baseline,NA,14,B,b3,NA,40,E3,999,NA
1,2,Baseline,NA,14,B,b3,NA,50,F3,955,NA
1,2,Baseline,NA,14,B,b3,NA,60,G3,961,NA
1,2,Baseline,NA,14,B,b4,NA,0,A4,920,NA
1,2,Baseline,NA,14,B,b4,NA,10,B4,930,NA
1,2,Baseline,NA,14,B,b4,NA,20,C4,953,NA
1,2,Baseline,NA,14,B,b4,NA,30,D4,921,NA
1,2,Baseline,NA,14,B,b4,NA,40,E4,911,NA
1,2,Baseline,NA,14,B,b4,NA,50,F4,924,NA
1,2,Baseline,NA,14,B,b4,NA,60,G4,932,NA
2,1,Pre,NA,24,H,1,1.32,0,A1,1286,b2
2,1,Pre,NA,24,H,1,1.32,10,B1,1894,b2
2,1,Pre,NA,24,H,1,1.32,20,C1,2534,b2
2,1,Pre,NA,24,H,1,1.32,30,D1,3438,b2
2,1,Pre,NA,24,H,1,1.32,40,E1,4477,b2
2,1,Pre,NA,24,H,1,1.32,50,F1,5448,b2
2,1,Pre,NA,24,H,1,1.32,60,G1,6957,b2
2,1,Pre,NA,14,H,r4,1.18,0,A2,1194,b1
2,1,Pre,NA,14,H,r4,1.18,10,B2,1816,b1
2,1,Pre,NA,14,H,r4,1.18,20,C2,2139,b1
2,1,Pre,NA,14,H,r4,1.18,30,D2,3364,b1
2,1,Pre,NA,14,H,r4,1.18,40,E2,4264,b1
2,1,Pre,NA,14,H,r4,1.18,50,F2,5409,b1
2,1,Pre,NA,14,H,r4,1.18,60,G2,6108,b1
2,1,Pre,NA,24,H,3,1.82,0,A3,1320,b2
2,1,Pre,NA,24,H,3,1.82,10,B3,2898,b2
2,1,Pre,NA,24,H,3,1.82,20,C3,5163,b2
2,1,Pre,NA,24,H,3,1.82,30,D3,7271,b2
2,1,Pre,NA,24,H,3,1.82,40,E3,9390,b2
2,1,Pre,NA,24,H,3,1.82,50,F3,11787,b2
2,1,Pre,NA,24,H,3,1.82,60,G3,15459,b2
2,1,Pre,NA,14,H,4,1.06,0,A4,1206,b1
2,1,Pre,NA,14,H,4,1.06,10,B4,1882,b1
2,1,Pre,NA,14,H,4,1.06,20,C4,1654,b1
2,1,Pre,NA,14,H,4,1.06,30,D4,2176,b1
2,1,Pre,NA,14,H,4,1.06,40,E4,2623,b1
2,1,Pre,NA,14,H,4,1.06,50,F4,3318,b1
2,1,Pre,NA,14,H,4,1.06,60,G4,3703,b1
2,1,Pre,NA,24,H,5,2.14,0,A5,1298,b2
2,1,Pre,NA,24,H,5,2.14,10,B5,2190,b2
2,1,Pre,NA,24,H,5,2.14,20,C5,3454,b2
2,1,Pre,NA,24,H,5,2.14,30,D5,4547,b2
2,1,Pre,NA,24,H,5,2.14,40,E5,5928,b2
2,1,Pre,NA,24,H,5,2.14,50,F5,6880,b2
2,1,Pre,NA,24,H,5,2.14,60,G5,8987,b2
2,1,Pre,NA,14,H,6,1.67,0,A6,1069,b1
2,1,Pre,NA,14,H,6,1.67,10,B6,1615,b1
2,1,Pre,NA,14,H,6,1.67,20,C6,2023,b1
2,1,Pre,NA,14,H,6,1.67,30,D6,2667,b1
2,1,Pre,NA,14,H,6,1.67,40,E6,3378,b1
2,1,Pre,NA,14,H,6,1.67,50,F6,4114,b1
2,1,Pre,NA,14,H,6,1.67,60,G6,4959,b1
2,1,Pre,NA,24,H,7,1.57,0,A7,1336,b2
2,1,Pre,NA,24,H,7,1.57,10,B7,2278,b2
2,1,Pre,NA,24,H,7,1.57,20,C7,3183,b2
2,1,Pre,NA,24,H,7,1.57,30,D7,4444,b2
2,1,Pre,NA,24,H,7,1.57,40,E7,5410,b2
2,1,Pre,NA,24,H,7,1.57,50,F7,7103,b2
2,1,Pre,NA,24,H,7,1.57,60,G7,8784,b2
2,1,Pre,NA,24,H,8,1.06,0,A8,1326,b2
2,1,Pre,NA,24,H,8,1.06,10,B8,2098,b2
2,1,Pre,NA,24,H,8,1.06,20,C8,2695,b2
2,1,Pre,NA,24,H,8,1.06,30,D8,3780,b2
2,1,Pre,NA,24,H,8,1.06,40,E8,4780,b2
2,1,Pre,NA,24,H,8,1.06,50,F8,5934,b2
2,1,Pre,NA,24,H,8,1.06,60,G8,6883,b2
2,1,Pre,NA,14,H,9,1.86,0,A9,1199,b1
2,1,Pre,NA,14,H,9,1.86,10,B9,1830,b1
2,1,Pre,NA,14,H,9,1.86,20,C9,2259,b1
2,1,Pre,NA,14,H,9,1.86,30,D9,3883,b1
2,1,Pre,NA,14,H,9,1.86,40,E9,5043,b1
2,1,Pre,NA,14,H,9,1.86,50,F9,6710,b1
2,1,Pre,NA,14,H,9,1.86,60,G9,8235,b1
2,1,Pre,NA,14,H,10,1.3,0,A10,1228,b1
2,1,Pre,NA,14,H,10,1.3,10,B10,1415,b1
2,1,Pre,NA,14,H,10,1.3,20,C10,2586,b1
2,1,Pre,NA,14,H,10,1.3,30,D10,2651,b1
2,1,Pre,NA,14,H,10,1.3,40,E10,3249,b1
2,1,Pre,NA,14,H,10,1.3,50,F10,4267,b1
2,1,Pre,NA,14,H,10,1.3,60,G10,5208,b1
2,1,Pre,NA,14,B,b1,NA,0,A11,1194,NA
2,1,Pre,NA,14,B,b1,NA,10,B11,1134,NA
2,1,Pre,NA,14,B,b1,NA,20,C11,995,NA
2,1,Pre,NA,14,B,b1,NA,30,D11,1278,NA
2,1,Pre,NA,14,B,b1,NA,40,E11,1294,NA
2,1,Pre,NA,14,B,b1,NA,50,F11,1436,NA
2,1,Pre,NA,14,B,b1,NA,60,G11,1514,NA
2,1,Pre,NA,24,B,b2,NA,0,A12,1238,NA
2,1,Pre,NA,24,B,b2,NA,10,B12,1350,NA
2,1,Pre,NA,24,B,b2,NA,20,C12,1378,NA
2,1,Pre,NA,24,B,b2,NA,30,D12,1454,NA
2,1,Pre,NA,24,B,b2,NA,40,E12,1531,NA
2,1,Pre,NA,24,B,b2,NA,50,F12,1623,NA
2,1,Pre,NA,24,B,b2,NA,60,G12,1682,NA
2,2,Pre,NA,24,C,11,194.8,0,A1,1286,b4
2,2,Pre,NA,24,C,11,194.8,10,B1,1849,b4
2,2,Pre,NA,24,C,11,194.8,20,C1,2041,b4
2,2,Pre,NA,24,C,11,194.8,30,D1,2644,b4
2,2,Pre,NA,24,C,11,194.8,40,E1,3674,b4
2,2,Pre,NA,24,C,11,194.8,50,F1,4034,b4
2,2,Pre,NA,24,C,11,194.8,60,G1,4345,b4
2,2,Pre,NA,14,C,12,208.5,0,A2,1197,b3
2,2,Pre,NA,14,C,12,208.5,10,B2,1603,b3
2,2,Pre,NA,14,C,12,208.5,20,C2,1592,b3
2,2,Pre,NA,14,C,12,208.5,30,D2,1924,b3
2,2,Pre,NA,14,C,12,208.5,40,E2,2305,b3
2,2,Pre,NA,14,C,12,208.5,50,F2,3115,b3
2,2,Pre,NA,14,C,12,208.5,60,G2,3184,b3
2,2,Pre,NA,14,B,b3,NA,0,A3,1194,NA
2,2,Pre,NA,14,B,b3,NA,10,B3,1123,NA
2,2,Pre,NA,14,B,b3,NA,20,C3,1464,NA
2,2,Pre,NA,14,B,b3,NA,30,D3,1354,NA
2,2,Pre,NA,14,B,b3,NA,40,E3,1415,NA
2,2,Pre,NA,14,B,b3,NA,50,F3,1558,NA
2,2,Pre,NA,14,B,b3,NA,60,G3,1558,NA
2,2,Pre,NA,24,B,b4,NA,0,A4,1353,NA
2,2,Pre,NA,24,B,b4,NA,10,B4,1669,NA
2,2,Pre,NA,24,B,b4,NA,20,C4,1404,NA
2,2,Pre,NA,24,B,b4,NA,30,D4,1596,NA
2,2,Pre,NA,24,B,b4,NA,40,E4,1580,NA
2,2,Pre,NA,24,B,b4,NA,50,F4,1703,NA
2,2,Pre,NA,24,B,b4,NA,60,G4,1761,NA
2,2,Post,TRUE,14,C,11,194.8,0,A7,1629,b3
2,2,Post,TRUE,14,C,11,194.8,10,B7,2058,b3
2,2,Post,FALSE,14,C,11,194.8,20,C7,1787,b3
2,2,Post,FALSE,14,C,11,194.8,30,D7,2178,b3
2,2,Post,FALSE,14,C,11,194.8,40,E7,2784,b3
2,2,Post,FALSE,14,C,11,194.8,50,F7,3154,b3
2,2,Post,FALSE,14,C,11,194.8,60,G7,3326,b3
2,2,Post,TRUE,24,C,12,208.5,0,A8,1901,b4
2,2,Post,TRUE,24,C,12,208.5,10,B8,2486,b4
2,2,Post,TRUE,24,C,12,208.5,20,C8,2508,b4
2,2,Post,TRUE,24,C,12,208.5,30,D8,3293,b4
2,2,Post,TRUE,24,C,12,208.5,40,E8,3335,b4
2,2,Post,TRUE,24,C,12,208.5,50,F8,3525,b4
2,2,Post,TRUE,24,C,12,208.5,60,G8,4226,b4
2,2,Post,FALSE,14,B,b3,NA,0,A9,1717,NA
2,2,Post,FALSE,14,B,b3,NA,10,B9,1630,NA
2,2,Post,TRUE,14,B,b3,NA,20,C9,1697,NA
2,2,Post,TRUE,14,B,b3,NA,30,D9,1484,NA
2,2,Post,TRUE,14,B,b3,NA,40,E9,1643,NA
2,2,Post,TRUE,14,B,b3,NA,50,F9,1682,NA
2,2,Post,TRUE,14,B,b3,NA,60,G9,1508,NA
2,2,Post,FALSE,24,B,b4,NA,0,A10,1891,NA
2,2,Post,FALSE,24,B,b4,NA,10,B10,1626,NA
2,2,Post,TRUE,24,B,b4,NA,20,C10,1482,NA
2,2,Post,TRUE,24,B,b4,NA,30,D10,1736,NA
2,2,Post,TRUE,24,B,b4,NA,40,E10,1850,NA
2,2,Post,TRUE,24,B,b4,NA,50,F10,1929,NA
2,2,Post,TRUE,24,B,b4,NA,60,G10,1759,NA
2,3,Post,FALSE,14,H,1,1.32,0,A1,1293,b1
2,3,Post,FALSE,14,H,1,1.32,10,B1,1659,b1
2,3,Post,FALSE,14,H,1,1.32,20,C1,2664,b1
2,3,Post,FALSE,14,H,1,1.32,30,D1,2770,b1
2,3,Post,FALSE,14,H,1,1.32,40,E1,3537,b1
2,3,Post,FALSE,14,H,1,1.32,50,F1,4376,b1
2,3,Post,FALSE,14,H,1,1.32,60,G1,4542,b1
2,3,Post,FALSE,14,H,r4,1.18,0,A2,1613,b1
2,3,Post,FALSE,14,H,r4,1.18,10,B2,1939,b1
2,3,Post,FALSE,14,H,r4,1.18,20,C2,3273,b1
2,3,Post,FALSE,14,H,r4,1.18,30,D2,3030,b1
2,3,Post,FALSE,14,H,r4,1.18,40,E2,3962,b1
2,3,Post,FALSE,14,H,r4,1.18,50,F2,5521,b1
2,3,Post,FALSE,14,H,r4,1.18,60,G2,6217,b1
2,3,Post,FALSE,14,H,3,1.82,0,A3,1577,b1
2,3,Post,FALSE,14,H,3,1.82,10,B3,2846,b1
2,3,Post,FALSE,14,H,3,1.82,20,C3,4705,b1
2,3,Post,FALSE,14,H,3,1.82,30,D3,5635,b1
2,3,Post,FALSE,14,H,3,1.82,40,E3,7760,b1
2,3,Post,FALSE,14,H,3,1.82,50,F3,10700,b1
2,3,Post,FALSE,14,H,3,1.82,60,G3,10879,b1
2,3,Post,TRUE,14,H,4,1.06,0,A4,1607,b1
2,3,Post,TRUE,14,H,4,1.06,10,B4,1945,b1
2,3,Post,TRUE,14,H,4,1.06,20,C4,2443,b1
2,3,Post,TRUE,14,H,4,1.06,30,D4,2421,b1
2,3,Post,TRUE,14,H,4,1.06,40,E4,2836,b1
2,3,Post,TRUE,14,H,4,1.06,50,F4,3622,b1
2,3,Post,TRUE,14,H,4,1.06,60,G4,3676,b1
2,3,Post,FALSE,14,H,5,2.14,0,A5,1556,b1
2,3,Post,FALSE,14,H,5,2.14,10,B5,2227,b1
2,3,Post,FALSE,14,H,5,2.14,20,C5,3260,b1
2,3,Post,FALSE,14,H,5,2.14,30,D5,3822,b1
2,3,Post,FALSE,14,H,5,2.14,40,E5,4844,b1
2,3,Post,FALSE,14,H,5,2.14,50,F5,6659,b1
2,3,Post,FALSE,14,H,5,2.14,60,G5,6855,b1
2,3,Post,FALSE,24,H,6,1.67,0,A6,1883,b2
2,3,Post,FALSE,24,H,6,1.67,10,B6,2268,b2
2,3,Post,FALSE,24,H,6,1.67,20,C6,3587,b2
2,3,Post,FALSE,24,H,6,1.67,30,D6,3931,b2
2,3,Post,FALSE,24,H,6,1.67,40,E6,5266,b2
2,3,Post,FALSE,24,H,6,1.67,50,F6,5328,b2
2,3,Post,FALSE,24,H,6,1.67,60,G6,6883,b2
2,3,Post,TRUE,24,H,7,1.57,0,A7,1932,b2
2,3,Post,TRUE,24,H,7,1.57,10,B7,2692,b2
2,3,Post,TRUE,24,H,7,1.57,20,C7,4837,b2
2,3,Post,TRUE,24,H,7,1.57,30,D7,5633,b2
2,3,Post,TRUE,24,H,7,1.57,40,E7,7261,b2
2,3,Post,TRUE,24,H,7,1.57,50,F7,8524,b2
2,3,Post,TRUE,24,H,7,1.57,60,G7,9568,b2
2,3,Post,TRUE,24,H,8,1.06,0,A8,1980,b2
2,3,Post,TRUE,24,H,8,1.06,10,B8,2657,b2
2,3,Post,TRUE,24,H,8,1.06,20,C8,4114,b2
2,3,Post,TRUE,24,H,8,1.06,30,D8,4778,b2
2,3,Post,TRUE,24,H,8,1.06,40,E8,5868,b2
2,3,Post,TRUE,24,H,8,1.06,50,F8,5693,b2
2,3,Post,TRUE,24,H,8,1.06,60,G8,7528,b2
2,3,Post,FALSE,24,H,9,1.86,0,A9,1977,b2
2,3,Post,FALSE,24,H,9,1.86,10,B9,3634,b2
2,3,Post,FALSE,24,H,9,1.86,20,C9,6038,b2
2,3,Post,FALSE,24,H,9,1.86,30,D9,7617,b2
2,3,Post,FALSE,24,H,9,1.86,40,E9,9637,b2
2,3,Post,FALSE,24,H,9,1.86,50,F9,9125,b2
2,3,Post,FALSE,24,H,9,1.86,60,G9,11201,b2
2,3,Post,FALSE,24,H,10,1.3,0,A10,1913,b2
2,3,Post,FALSE,24,H,10,1.3,10,B10,2638,b2
2,3,Post,FALSE,24,H,10,1.3,20,C10,4145,b2
2,3,Post,FALSE,24,H,10,1.3,30,D10,4241,b2
2,3,Post,FALSE,24,H,10,1.3,40,E10,5403,b2
2,3,Post,FALSE,24,H,10,1.3,50,F10,5807,b2
2,3,Post,FALSE,24,H,10,1.3,60,G10,7979,b2
2,3,Post,FALSE,14,B,b1,NA,0,A11,1632,NA
2,3,Post,FALSE,14,B,b1,NA,10,B11,1832,NA
2,3,Post,FALSE,14,B,b1,NA,20,C11,2159,NA
2,3,Post,FALSE,14,B,b1,NA,30,D11,1364,NA
2,3,Post,FALSE,14,B,b1,NA,40,E11,1423,NA
2,3,Post,FALSE,14,B,b1,NA,50,F11,1607,NA
2,3,Post,FALSE,14,B,b1,NA,60,G11,1436,NA
2,3,Post,TRUE,24,B,b2,NA,0,A12,2053,NA
2,3,Post,TRUE,24,B,b2,NA,10,B12,1947,NA
2,3,Post,TRUE,24,B,b2,NA,20,C12,1616,NA
2,3,Post,TRUE,24,B,b2,NA,30,D12,1606,NA
2,3,Post,TRUE,24,B,b2,NA,40,E12,1613,NA
2,3,Post,TRUE,24,B,b2,NA,50,F12,1736,NA
2,3,Post,TRUE,24,B,b2,NA,60,G12,1799,NA
3,1,Pre,NA,24,H,1,1.32,0,A1,869,b2
3,1,Pre,NA,24,H,1,1.32,10,B1,1047,b2
3,1,Pre,NA,24,H,1,1.32,20,C1,1308,b2
3,1,Pre,NA,24,H,1,1.32,30,D1,1651,b2
3,1,Pre,NA,24,H,1,1.32,40,E1,1823,b2
3,1,Pre,NA,24,H,1,1.32,50,F1,2105,b2
3,1,Pre,NA,24,H,1,1.32,60,G1,2277,b2
3,1,Pre,NA,14,H,r4,1.18,0,A2,920,b1
3,1,Pre,NA,14,H,r4,1.18,10,B2,988,b1
3,1,Pre,NA,14,H,r4,1.18,20,C2,1129,b1
3,1,Pre,NA,14,H,r4,1.18,30,D2,1569,b1
3,1,Pre,NA,14,H,r4,1.18,40,E2,1938,b1
3,1,Pre,NA,14,H,r4,1.18,50,F2,2255,b1
3,1,Pre,NA,14,H,r4,1.18,60,G2,2581,b1
3,1,Pre,NA,24,H,r5,1.69,0,A3,879,b2
3,1,Pre,NA,24,H,r5,1.69,10,B3,1417,b2
3,1,Pre,NA,24,H,r5,1.69,20,C3,1863,b2
3,1,Pre,NA,24,H,r5,1.69,30,D3,2412,b2
3,1,Pre,NA,24,H,r5,1.69,40,E3,2934,b2
3,1,Pre,NA,24,H,r5,1.69,50,F3,3346,b2
3,1,Pre,NA,24,H,r5,1.69,60,G3,3726,b2
3,1,Pre,NA,14,H,4,1.06,0,A4,908,b1
3,1,Pre,NA,14,H,4,1.06,10,B4,1061,b1
3,1,Pre,NA,14,H,4,1.06,20,C4,1254,b1
3,1,Pre,NA,14,H,4,1.06,30,D4,1390,b1
3,1,Pre,NA,14,H,4,1.06,40,E4,1436,b1
3,1,Pre,NA,14,H,4,1.06,50,F4,1596,b1
3,1,Pre,NA,14,H,4,1.06,60,G4,1569,b1
3,1,Pre,NA,24,H,5,2.14,0,A5,868,b2
3,1,Pre,NA,24,H,5,2.14,10,B5,1403,b2
3,1,Pre,NA,24,H,5,2.14,20,C5,1757,b2
3,1,Pre,NA,24,H,5,2.14,30,D5,2241,b2
3,1,Pre,NA,24,H,5,2.14,40,E5,2591,b2
3,1,Pre,NA,24,H,5,2.14,50,F5,2853,b2
3,1,Pre,NA,24,H,5,2.14,60,G5,2972,b2
3,1,Pre,NA,14,H,6,1.67,0,A6,944,b1
3,1,Pre,NA,14,H,6,1.67,10,B6,1167,b1
3,1,Pre,NA,14,H,6,1.67,20,C6,1158,b1
3,1,Pre,NA,14,H,6,1.67,30,D6,1439,b1
3,1,Pre,NA,14,H,6,1.67,40,E6,1801,b1
3,1,Pre,NA,14,H,6,1.67,50,F6,1990,b1
3,1,Pre,NA,14,H,6,1.67,60,G6,2105,b1
3,1,Pre,NA,24,H,7,1.57,0,A7,805,b2
3,1,Pre,NA,24,H,7,1.57,10,B7,1235,b2
3,1,Pre,NA,24,H,7,1.57,20,C7,1658,b2
3,1,Pre,NA,24,H,7,1.57,30,D7,2077,b2
3,1,Pre,NA,24,H,7,1.57,40,E7,2447,b2
3,1,Pre,NA,24,H,7,1.57,50,F7,2623,b2
3,1,Pre,NA,24,H,7,1.57,60,G7,2748,b2
3,1,Pre,NA,24,H,8,1.06,0,A8,788,b2
3,1,Pre,NA,24,H,8,1.06,10,B8,1143,b2
3,1,Pre,NA,24,H,8,1.06,20,C8,1450,b2
3,1,Pre,NA,24,H,8,1.06,30,D8,1654,b2
3,1,Pre,NA,24,H,8,1.06,40,E8,1993,b2
3,1,Pre,NA,24,H,8,1.06,50,F8,2367,b2
3,1,Pre,NA,24,H,8,1.06,60,G8,2523,b2
3,1,Pre,NA,14,H,9,1.86,0,A9,775,b1
3,1,Pre,NA,14,H,9,1.86,10,B9,1213,b1
3,1,Pre,NA,14,H,9,1.86,20,C9,1576,b1
3,1,Pre,NA,14,H,9,1.86,30,D9,1974,b1
3,1,Pre,NA,14,H,9,1.86,40,E9,2668,b1
3,1,Pre,NA,14,H,9,1.86,50,F9,2881,b1
3,1,Pre,NA,14,H,9,1.86,60,G9,3227,b1
3,1,Pre,NA,14,H,10,1.3,0,A10,817,b1
3,1,Pre,NA,14,H,10,1.3,10,B10,1193,b1
3,1,Pre,NA,14,H,10,1.3,20,C10,1330,b1
3,1,Pre,NA,14,H,10,1.3,30,D10,1632,b1
3,1,Pre,NA,14,H,10,1.3,40,E10,2016,b1
3,1,Pre,NA,14,H,10,1.3,50,F10,1987,b1
3,1,Pre,NA,14,H,10,1.3,60,G10,2536,b1
3,1,Pre,NA,14,B,b1,NA,0,A11,774,NA
3,1,Pre,NA,14,B,b1,NA,10,B11,882,NA
3,1,Pre,NA,14,B,b1,NA,20,C11,1021,NA
3,1,Pre,NA,14,B,b1,NA,30,D11,818,NA
3,1,Pre,NA,14,B,b1,NA,40,E11,917,NA
3,1,Pre,NA,14,B,b1,NA,50,F11,910,NA
3,1,Pre,NA,14,B,b1,NA,60,G11,839,NA
3,1,Pre,NA,24,B,b2,NA,0,A12,795,NA
3,1,Pre,NA,24,B,b2,NA,10,B12,747,NA
3,1,Pre,NA,24,B,b2,NA,20,C12,735,NA
3,1,Pre,NA,24,B,b2,NA,30,D12,765,NA
3,1,Pre,NA,24,B,b2,NA,40,E12,863,NA
3,1,Pre,NA,24,B,b2,NA,50,F12,774,NA
3,1,Pre,NA,24,B,b2,NA,60,G12,779,NA
3,2,Pre,NA,24,C,11,194.8,0,A1,832,b4
3,2,Pre,NA,24,C,11,194.8,10,B1,829,b4
3,2,Pre,NA,24,C,11,194.8,20,C1,1043,b4
3,2,Pre,NA,24,C,11,194.8,30,D1,1213,b4
3,2,Pre,NA,24,C,11,194.8,40,E1,1386,b4
3,2,Pre,NA,24,C,11,194.8,50,F1,1459,b4
3,2,Pre,NA,24,C,11,194.8,60,G1,1701,b4
3,2,Pre,NA,14,C,12,208.5,0,A2,855,b3
